id,gender,first_name,middle_name,last_name,nickname,ssn,sexual_orientation,age,generation,date_of_birth,time_of_birth,date_of_death,hair_color,hair_type,eye_color,height,weight,blood_type_allele,mannerisms,positive_traits,neutral_traits,negative_traits,phone_number,email,passport,drivers_license,home,vehicle,bank_account,pet,marital_status,spouse,maiden_name,children,siblings,parent_a,parent_b,employer,role,patron_of,is_alive,parents,can_work,can_marry,is_working,age_group,full_name,name,title,gender_abbr,desired_gender,body_mass_index,format_weight,format_height,years_lived,blood_type
Pc87a,Male,Michael,Bryan,Zuniga,,327-36-0848,Heterosexual,55,2,2044-01-07,01:13 AM,2100-01-01,Black,Flowing,Blue,72.3,199.7,OODd,Chain smokes,"Strong, Nonauthoritarian, Romantic",Sensual,"Moody, Astigmatic, Regimental",Cell: (432) 862-4000,Personal: michaelzuniga44@kmail.com,Passport: Q14770982 - Exp: Oct 2105,Driver's License: T30HPOJ2 - Exp: Jul 2100,"Home: 12 Lowe Mews, West Jillville, NJ - 07401",White 2013 Toyota Prius Plug-in Hybrid - Hatchback - 9-P5806,"Bank Account (078648758): $7,040.31",,Single,,,[],"[Pb245, P4539]",Kayla Christina Zuniga (2040 - 2100),Brian James Baker (2038 - 2096),Transit Lines Air (2028) - Transportation: Airline,Owner: General,"[Style Quest Press (2089) - Entertainment: Journalism, Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",False,Crissy Zuniga and Bryan Baker,True,True,True,Middle Age (Deceased),Michael Bryan Zuniga,Michael Zuniga,Mr.,M,Female,26.9,200 lbs,"6' 0""",2044 - 2100,O+
P86d3,Male,Zachary,William,Smith,Willy,433-86-8781,Homosexual,21,1,2078-06-22,12:40 AM,,Blonde,Flowing,Brown,70.1,167.3,AAdD,Talks about obscure music artists,"Innovative, Systematic, Peaceful",Neutral,"Prejudiced, Dependent, Foolish",Cell: (973) 663-7065,Personal: zsmith622@kmail.com,Passport: D60770794 - Exp: Sep 2103,Driver's License: C51SVBB7 - Exp: Aug 2103,"Home: 625 Collins Via - Apt. 953, Nortonport, NJ - 08599",Silver 2005 Cadillac CTS - Sedan - VLD-662,"Bank Account (242387969): $20,873.98","Animal(name='Rocket', animal_type='Dog', breed='English Cocker Spaniel', age=11, gender='Male')",Married,Alan Jonathan Smith (2061 -  ),,"[P876f, P01d4]","[P1141, Pf8a7]",John Smith (2057 - 2100),Mary Smith (2056 -  ),Transit Lines Air (2028) - Transportation: Airline,Employee: General,"[Style Quest Press (2089) - Entertainment: Journalism, Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",True,Jack Smith and Polly Smith,True,True,True,Early Young Adult,Zachary William Smith,Willy Smith,Mr.,M,Male,23.9,167 lbs,"5' 10""",2078 -  ,A+
P1141,Male,Jacob,Jesse,Smith,Jay,113-05-0428,Heterosexual,28,1,2071-06-14,10:04 PM,,Blonde,Wavy,Green,70.8,198.2,BAdD,Calls their beloved first when there's bad news,"Thorough, Reverential, Honorable",Soft,"Outrageous, Moody, Imitative",Cell: (941) 969-2285,Personal: jacobsmith71@kmail.com,Passport: H23819680 - Exp: Sep 2107,Driver's License: X97ENLE2 - Exp: Jan 2106,"Home: 77533 Nolan Loop, West Anthonybury, NJ - 07532",Blue 2004 Nissan Altima - Sedan - 4D 08556,"Bank Account (366993377): $2,795.12","Animal(name='Boo', animal_type='Dog', breed='Polish Lowland Sheepdog', age=3, gender='Female')",Single,,,[],"[P86d3, Pf8a7]",John Smith (2057 - 2100),Mary Smith (2056 -  ),A Taste of Delight Food (2098) - Food and Beverage: Food Truck,Employee: General,"[Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",True,Jack Smith and Polly Smith,True,True,True,Early Young Adult,Jacob Jesse Smith,Jay Smith,Mr.,M,Female,27.8,198 lbs,"5' 11""",2071 -  ,B+
Pf8a7,Male,Timothy,Daniel,Smith,,729-01-3216,Heterosexual,30,1,2069-09-13,07:53 PM,2100-01-01,Brown,Frizzy,Hazel,77.3,144.6,AADd,Body language doesn't match words spoken,"Well-bred, Spontaneous, Practical",Deceptive,"Prim, Quirky, Anxious",Cell: (799) 450-3929,Personal: timothysmith@kmail.com,Passport: F16892917 - Exp: Sep 2104,Driver's License: E88LSLR0 - Exp: Aug 2103,"Home: 69481 Burton Brook - Suite 700, Greeneland, NJ - 08148",,"Bank Account (506299510): $8,531.04","Animal(name='Bucky', animal_type='Dog', breed='Treeing Cur', age=0, gender='Female')",Married,Jessica Valerie Smith (2062 -  ),,[P63ee],"[P86d3, P1141]",John Smith (2057 - 2100),Mary Smith (2056 -  ),Transit Lines Air (2028) - Transportation: Airline,Employee: General,"[Sound Quest Music (2099) - Entertainment: Music, SelectPlace Trade (2099) - Retail: Wholesale]",False,Jack Smith and Polly Smith,True,True,True,Late Young Adult (Deceased),Timothy Daniel Smith,Timothy Smith,Mr.,M,Female,17.0,145 lbs,"6' 5""",2069 - 2100,A+
P6395,Male,Daniel,Joseph,Smith,Jos,531-43-5157,Heterosexual,37,1,2062-09-09,10:12 PM,2100-01-01,Black,Flowing,Hazel,73.2,166.8,OAdD,Quotes well-known literary works,"Pruposeful, Peaceful, Maticulous",Outspoken,"Lazy, Extravagant, Critical",Cell: (671) 129-5048,Personal: danielsmith99@hokmail.com,Passport: M76572887 - Exp: Feb 2104,Driver's License: P04PBZX9 - Exp: Mar 2102,"Home: 33939 Deleon Orchard - Apt. 073, New Lisabury, NJ - 08694",,"Bank Account (836118338): $27,935.86","Animal(name='Pete', animal_type='Dog', breed='Shiloh Shepherd Dog', age=15, gender='Female')",Single,,,[],[Pe3f1],Joseph Stuart Smith (2046 -  ),John Smith (2043 -  ),Cruise Path Travel Cars (2098) - Automotive: Rental,Employee: General,"[Style Quest Press (2089) - Entertainment: Journalism, Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale]",False,Joey Smith and John Smith,True,True,True,Late Young Adult (Deceased),Daniel Joseph Smith,Jos Smith,Mr.,M,Female,21.9,167 lbs,"6' 1""",2062 - 2100,O+
Pe3f1,Male,Patrick,Adam,Smith,Pate,071-27-5804,Heterosexual,29,1,2070-12-25,01:17 PM,,Black,Straight,Brown,76.4,170.5,OAdD,Takes glasses off and cleans them,"Humorous, High-minded, Energetic",High-spirited,"Disrespectful, Flamboyant, Irrational",Cell: (884) 839-2568,Personal: patricksmith1225@hokmail.com,Passport: Q75332899 - Exp: Mar 2106,Driver's License: E69ZBQY3 - Exp: Apr 2104,"Home: 5989 Nicholas Causeway, East Lisahaven, NJ - 07256",,"Bank Account (498755912): $4,500.85","Animal(name='Tigger', animal_type='Cat', breed='Ragdoll', age=10, gender='Female')",Married,Tina Smith (2073 -  ),,[P16c5],[P6395],Joseph Stuart Smith (2046 -  ),John Smith (2043 -  ),FeastSip Bread (2099) - Food and Beverage: Bakery,Employee: General,"[Sound Quest Music (2099) - Entertainment: Music, Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",True,Joey Smith and John Smith,True,True,True,Early Young Adult,Patrick Adam Smith,Pate Smith,Mr.,M,Female,20.5,170 lbs,"6' 4""",2070 -  ,O+
P004d,Female,Amanda,Nancy,Holland,,787-15-1793,Heterosexual,34,1,2065-03-11,11:14 PM,,Black,Flowing,Brown,63.8,128.5,AAdD,Laughs to fill uncomfortable silences,"Invulnerable, Innovative, Humble",Religious,"Calculating, Flamboyant, Overimaginative",Cell: (742) 241-9160,Personal: aholland@outkook.com,Passport: K17126338 - Exp: Nov 2106,Driver's License: F45ZNRH3 - Exp: Aug 2100,"Home: 3753 Shaw Trail, Nancyview, NJ - 07084",Black 1996 Cadillac Fleetwood - Sedan - 9-25630V,"Bank Account (592953185): $19,968.44","Animal(name='Bucky', animal_type='Dog', breed='Australian Kelpie', age=13, gender='Male')",Married,James Mark Bradley (2070 -  ),,[Pfadc],[P2eb6],Michelle Holland (2043 -  ),Damon Gary Gonzalez (2047 - 2100),EducateCenter School (2095) - Education: Public K-6,Employee: General,"[AutoPath Rentals (2062) - Automotive: Rental, Drive Parts (2099) - Automotive: Suppliers, Star Beat Journal (2098) - Entertainment: Journalism]",True,Shely Holland and Damon Gonzalez,True,True,True,Late Young Adult,Amanda Nancy Holland,Amanda Holland,Mrs.,F,Male,22.2,128 lbs,"5' 4""",2065 -  ,A+
P2eb6,Male,Martin,Robert,Holland,,563-14-8853,Heterosexual,24,1,2075-01-25,09:50 PM,,Brown,Unkempt,Brown,76.7,188.8,BBDD,Stares in the distance,"Generous, Adaptable, Tractable",Unaggressive,"Complacent, Ritualistic, Lazy",Cell: (708) 435-6088,Personal: martinholland@kmail.com,Passport: M39836130 - Exp: Jan 2105,Driver's License: Y75EPZQ5 - Exp: Feb 2104,"Home: 572 Ashley Mountain, Alyssachester, NJ - 07488",Black 2003 Chrysler PT Cruiser - Wagon - DZL6945,"Bank Account (899154121): $3,846.68","Animal(name='Milo', animal_type='Cat', breed='Oriental Shorthair', age=14, gender='Male')",Married,Nicole Holland (2077 -  ),,"[P889b, P8ac0, P739e]",[P004d],Michelle Holland (2043 -  ),Damon Gary Gonzalez (2047 - 2100),Well Hub Heal (2098) - Healthcare: Rehabilitation,Employee: General,"[Sound Quest Music (2099) - Entertainment: Music, Style Quest Press (2089) - Entertainment: Journalism, Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",True,Shely Holland and Damon Gonzalez,True,True,True,Early Young Adult,Martin Robert Holland,Martin Holland,Mr.,M,Female,22.6,189 lbs,"6' 5""",2075 -  ,B+
Pb6a8,Female,Angela,Catherine,Holland,Casey,228-74-0627,Homosexual,38,1,2060-06-01,07:52 AM,2099-05-11,Blonde,Spiky,Blue,64.2,141.0,AODD,Mumbles,"Thorough, Constant, Farsighted",Earthy,"Superstitious, Shallow, Fanciful",Cell: (897) 657-0504,Personal: angelaholland60@outkook.com,Passport: W87346880 - Exp: May 2107,Driver's License: F20CGEO8 - Exp: May 2101,"Home: 377 Patterson View - Apt. 021, Parkerville, NJ - 08551",Blue 2005 Honda Insight - Hatchback - 981 1YS,"Bank Account (362514685): $25,268.33",,Single,,,[],[P7b1b],Christopher Christopher Holland (2056 -  ),Pamela Robin Holland (2054 - 2099),FeastSip Bread (2099) - Food and Beverage: Bakery,Manager: General,"[AutoPath Rentals (2062) - Automotive: Rental, Drive Parts (2099) - Automotive: Suppliers, Sound Quest Music (2099) - Entertainment: Music, Star Beat Journal (2098) - Entertainment: Journalism]",False,Christopher Holland and Pam Holland,True,True,True,Late Young Adult (Deceased),Angela Catherine Holland,Casey Holland,Ms.,F,Female,24.0,141 lbs,"5' 4""",2060 - 2099,A+
P7b1b,Transgender,Kristen,Sarah,Holland,,842-64-1960,Heterosexual,37,1,2062-04-24,07:58 AM,,Brown,Unkempt,Brown,60.8,134.7,AOdd,Smiles a lot,"Respectful, Honest, Rational",Predictable,"Fatalistic, Argumentative, Apathetic",Cell: (201) 592-8767,Personal: kholland@yakoo.com,Passport: K52959826 - Exp: Jul 2101,Driver's License: B04IUFF1 - Exp: Feb 2102,"Home: 21964 Angela Locks, South Loganshire, NJ - 07423",Gray 2002 Ford Explorer Sport Trac - Pickup - FUL V98,"Bank Account (496587027): $16,803.11","Animal(name='Tiger', animal_type='Cat', breed='Korn Ja', age=2, gender='Male')",Single,,,[],[Pb6a8],Christopher Christopher Holland (2056 -  ),Pamela Robin Holland (2054 - 2099),Cruise Path Travel Cars (2098) - Automotive: Rental,Manager: General,[Style Quest Press (2089) - Entertainment: Journalism],True,Christopher Holland and Pam Holland,True,True,True,Late Young Adult,Kristen Sarah Holland,Kristen Holland,Mx.,T,Transgender,25.6,135 lbs,"5' 1""",2062 -  ,A-
Pa97d,Male,Christopher,Steven,Johnson,,154-39-9665,Heterosexual,26,1,2073-09-28,06:00 PM,,Black,Curly,Brown,74.7,186.1,BADD,Looks down when walking,"Incisive, Agreeable, Reflective",Dominating,"Pretentious, Argumentative, Coarse",Cell: (973) 745-3980,Personal: cjohnson73@kmail.com,Passport: H56107575 - Exp: Mar 2104,Driver's License: H04BCGI3 - Exp: Feb 2099,"Home: 8339 John Street, West Derekburgh, NJ - 07238","Gray 2003 Pontiac Grand Am - Sedan, Coupe - 806 REU","Bank Account (182255826): $28,971.92","Animal(name='Tango', animal_type='Fish', breed='Harlequin Rasbora', age=1, gender='Female')",Married,Katherine Johnson (2070 - 2099),,[],"[P2851, P137a]",William Johnson (2057 -  ),Crystal Deborah Williams (2041 -  ),Taste Bite Beverage (2098) - Food and Beverage: Beverage Manufacture,Employee: General,"[Sound Quest Music (2099) - Entertainment: Music, Style Quest Press (2089) - Entertainment: Journalism, EducateCenter School (2095) - Education: Public K-6]",True,William Johnson and Crystal Williams,True,True,True,Early Young Adult,Christopher Steven Johnson,Christopher Johnson,Mr.,M,Female,23.4,186 lbs,"6' 3""",2073 -  ,B+
P2851,Male,Lonnie,William,Johnson,Will,278-48-5690,Heterosexual,37,1,2062-01-11,10:56 PM,,Black,Frizzy,Green,64.1,203.5,BAdD,Raises eyebrow often while others are talking,"Resourceful, Curious, Secure",Complex,"Vulnerable, Unconvincing, Puritanical",Cell: (233) 889-1269,Personal: lonniejohnson@yakoo.com,Passport: Y79712893 - Exp: Jun 2106,Driver's License: S68ZNTN7 - Exp: May 2103,"Home: 6783 Kimberly Fork, Prattshire, NJ - 07427",Gray 2015 Cadillac Escalade ESV - SUV - 86DA975,"Bank Account (195073502): $22,195.65",,Single,,,[],"[Pa97d, P137a]",William Johnson (2057 -  ),Crystal Deborah Williams (2041 -  ),,Unemployed,"[SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",True,William Johnson and Crystal Williams,True,True,False,Late Young Adult,Lonnie William Johnson,Will Johnson,Mr.,M,Female,34.8,204 lbs,"5' 4""",2062 -  ,B+
P137a,Male,Jeffrey,,Johnson,Geoff,435-84-7615,Heterosexual,19,1,2080-01-31,11:58 AM,2100-01-01,Brown,Flowing,Brown,72.1,159.4,BAdD,Apologizes a lot,"Dignified, Realistic, Cultured",Placid,"Enervated, False, Excitable",Cell: (208) 212-5833,Personal: jjohnson80@yakoo.com,Passport: N40891045 - Exp: Dec 2103,Driver's License: S68EZXK2 - Exp: Aug 2100,"Home: 4541 Kim Shoals, Jacquelineville, NJ - 08220",,"Bank Account (961929733): $26,116.35",,Married,Erin Stacy Johnson (2074 -  ),,"[Pb7e2, Pfade, P064d, P46b9]","[Pa97d, P2851]",William Johnson (2057 -  ),Crystal Deborah Williams (2041 -  ),FeastSip Bread (2099) - Food and Beverage: Bakery,Employee: General,"[Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",False,William Johnson and Crystal Williams,True,True,True,Late Teen (Deceased),Jeffrey Johnson,Geoff Johnson,Mr.,M,Female,21.6,159 lbs,"6' 0""",2080 - 2100,B+
P9441,Male,Clinton,David,Torres,Day,872-50-3786,Heterosexual,19,1,2080-07-01,09:19 AM,2100-01-01,Black,Flowing,Brown,72.1,196.0,BAdd,Wear a sweater/jacket/coat at all times,"Reverential, Gallant, Colorful",Breezy,"Angry, Decadent, Reactive",Cell: (941) 552-2367,Personal: ctorres80@kmail.com,Passport: H70102810 - Exp: Mar 2100,Driver's License: F92LCAM0 - Exp: Feb 2107,"Home: 30508 Rebecca Haven - Suite 110, Perkinsborough, NJ - 08647",Gray 2008 Suzuki Reno - Hatchback - EDU 488,"Bank Account (963535688): $5,065.40","Animal(name='Oscar', animal_type='Cat', breed='Colorpoint Shorthair', age=12, gender='Male')",Single,,,[],[P1d2f],Jennifer Carmen Torres (2047 - 2100),Sara Amanda Torres (2055 -  ),Invest Wise Invest (2093) - Finance: Investment Firm,Employee: General,"[Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",False,Jennifer Torres and Manda Torres,True,True,True,Late Teen (Deceased),Clinton David Torres,Day Torres,Mr.,M,Female,26.5,196 lbs,"6' 0""",2080 - 2100,B-
P1d2f,Female,Katherine,,Johnson,,057-60-0684,Heterosexual,29,1,2070-04-09,05:40 PM,2099-07-29,Brown,Flowing,Green,64.7,122.5,BAdd,Avoids looking at self in the mirror,"Sage, Scholarly, Contemplative",Impassive,"Wishful, Ridiculous, Pharissical",Cell: (114) 582-6618,Personal: katherinetorres70@kmail.com,Passport: K17093109 - Exp: Sep 2106,Driver's License: H62YGBF7 - Exp: Feb 2104,"Home: 8339 John Street, West Derekburgh, NJ - 07238",Gold 2020 Cadillac XT5 - SUV - NO7 R1K,"Bank Account (159352853): $25,122.10",,Married,Christopher Steven Johnson (2073 -  ),Torres,[],[P9441],Jennifer Carmen Torres (2047 - 2100),Sara Amanda Torres (2055 -  ),Well Hub Heal (2098) - Healthcare: Rehabilitation,Employee: General,"[Drive Parts (2099) - Automotive: Suppliers, Star Beat Journal (2098) - Entertainment: Journalism, Style Quest Press (2089) - Entertainment: Journalism]",False,Jennifer Torres and Manda Torres,True,True,True,Early Young Adult (Deceased),Katherine Johnson,Katherine Johnson,Mrs.,F,Male,20.6,122 lbs,"5' 5""",2070 - 2099,B-
P42fb,Female,Erin,Stacy,Johnson,Staci,887-56-1686,Heterosexual,25,1,2074-12-29,03:14 AM,,Brown,Touseled,Brown,62.9,139.2,BAdd,Has oddball sayings,"Scholarly, Intelligent, Fair",Folksy,"Secretive, Quirky, Ignorant",Cell: (843) 807-1228,Personal: ebradley618@kcloud.com,Passport: F14668538 - Exp: Oct 2101,Driver's License: H06IXVJ6 - Exp: Aug 2104,"Home: 4541 Kim Shoals, Jacquelineville, NJ - 08220",White 1995 Oldsmobile Silhouette - Van/Minivan - PWE-9054,"Bank Account (343332232): $9,509.88",,Married,Jeffrey Johnson (2080 - 2100),Bradley,"[Pb7e2, Pfade, P064d, P46b9]","[P4070, P6c3a]",Denise Samantha Bradley (2052 -  ),David Robert Bradley (2048 -  ),Story Beat Studios (2093) - Entertainment: Film / TV,Employee: General,"[AutoPath Rentals (2062) - Automotive: Rental, Drive Parts (2099) - Automotive: Suppliers, FeastSip Bread (2099) - Food and Beverage: Bakery, Star Beat Journal (2098) - Entertainment: Journalism]",True,Denise Bradley and David Bradley,True,True,True,Early Young Adult,Erin Stacy Johnson,Staci Johnson,Mrs.,F,Male,24.7,139 lbs,"5' 3""",2074 -  ,B-
P4070,Male,James,Mark,Bradley,,014-78-5474,Heterosexual,29,1,2070-12-16,12:33 PM,,Black,Unkempt,Brown,75.3,193.0,BAdd,Enjoys sappy love songs played on the radio,"Charismatic, Farsighted, Faithful",Huried,"Well-meaning, Greedy, Uncaring",Cell: (251) 377-1430,Personal: bradley553@kmail.com,Passport: X99217538 - Exp: Oct 2109,Driver's License: X71FDMO7 - Exp: May 2107,"Home: 3753 Shaw Trail, Nancyview, NJ - 07084","Gray 2006 Mercedes-Benz E-Class - Sedan, Wagon - 217400","Bank Account (717022402): $15,647.47",,Married,Amanda Nancy Holland (2065 -  ),,[Pfadc],"[P42fb, P6c3a]",Denise Samantha Bradley (2052 -  ),David Robert Bradley (2048 -  ),Invest Wise Invest (2093) - Finance: Investment Firm,Employee: General,"[Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale]",True,Denise Bradley and David Bradley,True,True,True,Early Young Adult,James Mark Bradley,James Bradley,Mr.,M,Female,23.9,193 lbs,"6' 3""",2070 -  ,B-
P6c3a,Male,Kevin,Eugene,Bradley,,285-98-2893,Heterosexual,27,1,2072-02-19,10:30 PM,,Black,Frizzy,Amber,70.6,160.4,BADD,Body language doesn't match words spoken,"Nonauthoritarian, Calm, Hearty",Stern,"Tasteless, Crass, Apathetic",Cell: (863) 369-8404,Personal: bradley737@yakoo.com,Passport: M11942877 - Exp: Aug 2107,Driver's License: H36REUU1 - Exp: May 2103,"Home: 233 Norman Court, East Wendy, NJ - 08108",Blue 2011 MAZDA MX-5 Miata - Convertible - 148 NDU,"Bank Account (383652356): $15,336.14","Animal(name='Snuggle', animal_type='Rodent', breed='Mongolian Gerbil', age=0, gender='Male')",Single,,,[],"[P42fb, P4070]",Denise Samantha Bradley (2052 -  ),David Robert Bradley (2048 -  ),Market Store Quick (2092) - Retail: Convenience,Employee: General,[Style Quest Press (2089) - Entertainment: Journalism],True,Denise Bradley and David Bradley,True,True,True,Early Young Adult,Kevin Eugene Bradley,Kevin Bradley,Mr.,M,Female,22.6,160 lbs,"5' 11""",2072 -  ,B+
P8c06,Male,Nathan,Zachary,Smith,Nate,484-57-7263,Heterosexual,34,1,2065-05-08,02:24 AM,,Black,Flowing,Brown,69.0,170.8,BADD,Holds significant other close,"Trusting, Popular, Observant",Cute,"Cynical, Excitable, Dogmatic",Cell: (882) 237-8672,Personal: nathansmith760@kmail.com,Passport: A73226635 - Exp: Sep 2109,Driver's License: T47ERDC6 - Exp: Apr 2100,"Home: 71326 Sara Throughway, Brownshire, NJ - 07762",White 2005 Volkswagen Golf - Hatchback - ZW3 9931,"Bank Account (098847764): $28,783.63",,Married,Katherine Kelsey Smith (2068 -  ),,"[P36bd, Pcf46, P4699]","[P3b8d, P11a6]",Julie Smith (2058 -  ),Cesar Connor Brown (2051 -  ),Art Beat Sports (2090) - Entertainment: Sports,Employee: General,"[Style Quest Press (2089) - Entertainment: Journalism, Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale]",True,Julie Smith and Cesar Brown,True,True,True,Late Young Adult,Nathan Zachary Smith,Nate Smith,Mr.,M,Female,25.2,171 lbs,"5' 9""",2065 -  ,B+
P3b8d,Male,Alexander,Dustin,Smith,Al,234-16-4408,Heterosexual,34,1,2065-02-03,07:17 AM,2100-01-01,Blonde,Wavy,Brown,56.9,189.3,BAdd,Wears mismatched clothing,"Self-defacing, Popular, Felicific",Noncompetitive,"Easily Discouraged, Cautious, Forgetful",Cell: (757) 348-0220,Personal: alexandersmith@yakoo.com,Passport: A09807555 - Exp: Sep 2108,Driver's License: K71VIBE1 - Exp: Mar 2106,"Home: 98537 Salazar Shoal - Suite 087, New Chadstad, NJ - 08456",,"Bank Account (163746645): $18,910.36","Animal(name='Boomer', animal_type='Dog', breed='Drever', age=5, gender='Male')",Single,,,[],"[P8c06, P11a6]",Julie Smith (2058 -  ),Cesar Connor Brown (2051 -  ),EducatePlace Center (2045) - Education: Community College,Employee: General,"[Market Store Quick (2092) - Retail: Convenience, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",False,Julie Smith and Cesar Brown,True,True,True,Late Young Adult (Deceased),Alexander Dustin Smith,Al Smith,Mr.,M,Female,41.1,189 lbs,"4' 9""",2065 - 2100,B-
P11a6,Female,Tina,,Smith,Christina,499-40-5486,Heterosexual,26,1,2073-06-20,11:43 AM,,Blonde,Frizzy,Brown,60.1,141.1,BAdd,Wears sleeves long with thumb holes to cover lower part of palm,"Responsive, Sharing, Good-natured",Mystical,"Crazy, Weak, Escapist",Cell: (715) 212-9072,Personal: tsmith379@kmail.com,Passport: J64481849 - Exp: Jan 2101,Driver's License: Y48QPXK7 - Exp: Sep 2099,"Home: 5989 Nicholas Causeway, East Lisahaven, NJ - 07256",,"Bank Account (205892269): $5,230.63",,Married,Patrick Adam Smith (2070 -  ),Smith,[P16c5],"[P8c06, P3b8d]",Julie Smith (2058 -  ),Cesar Connor Brown (2051 -  ),Story Beat Studios (2093) - Entertainment: Film / TV,Employee: General,"[Sound Quest Music (2099) - Entertainment: Music, Star Beat Journal (2098) - Entertainment: Journalism, Style Quest Press (2089) - Entertainment: Journalism]",True,Julie Smith and Cesar Brown,True,True,True,Early Young Adult,Tina Smith,Christina Smith,Mrs.,F,Male,27.5,141 lbs,"5' 0""",2073 -  ,B-
Pfb5f,Male,Michael,Gregory,Zuniga,Greg,299-22-7074,Heterosexual,25,1,2074-03-16,12:52 PM,,Black,Wavy,Blue,77.3,151.4,AODd,Pinches lips together tightly,"Imaginative, Venturesome, Logical",Stubborn,"Unprincipled, Regimental, Shallow",Cell: (643) 939-4064,Personal: mzuniga@yakoo.com,Passport: F09740336 - Exp: Dec 2109,Driver's License: K35KEXX0 - Exp: Dec 2106,"Home: 616 Mcneil Lane, Johnsontown, NJ - 07501",Red 2002 Chevrolet Silverado 2500 HD Regular Cab - Pickup - 28C JP9,"Bank Account (174584001): $10,515.38",,Single,,,[],"[P04c7, Pd5a5, P479d]",Christina Audrey Zuniga (2049 -  ),Philip Steven Zuniga (2052 - 2100),Well Hub Heal (2098) - Healthcare: Rehabilitation,Employee: General,"[Style Quest Press (2089) - Entertainment: Journalism, SelectPlace Trade (2099) - Retail: Wholesale, EducateCenter School (2095) - Education: Public K-6]",True,Christina Zuniga and Philip Zuniga,True,True,True,Early Young Adult,Michael Gregory Zuniga,Greg Zuniga,Mr.,M,Female,17.8,151 lbs,"6' 5""",2074 -  ,A+
P04c7,Female,Katherine,Kelsey,Smith,Lena,360-08-6203,Heterosexual,31,1,2068-05-21,04:31 PM,,Black,Touseled,Green,68.3,145.9,AOdD,Grins sideways,"Seraphic, Elegant, Companionly",Mystical,"Discourteous, Prim, Naive",Cell: (843) 307-1843,Personal: kzuniga@kcloud.com,Passport: U49695006 - Exp: Sep 2103,Driver's License: Y60DIMG4 - Exp: Jul 2103,"Home: 71326 Sara Throughway, Brownshire, NJ - 07762",Black 1996 Lexus SC - Coupe - 1-9872J,"Bank Account (018464106): $2,544.75","Animal(name='PJ', animal_type='Dog', breed='Kerry Blue Terrier', age=12, gender='Male')",Married,Nathan Zachary Smith (2065 -  ),Zuniga,"[P36bd, Pcf46, P4699]","[Pfb5f, Pd5a5, P479d]",Christina Audrey Zuniga (2049 -  ),Philip Steven Zuniga (2052 - 2100),Market Store Quick (2092) - Retail: Convenience,Employee: General,"[FeastSip Bread (2099) - Food and Beverage: Bakery, Star Beat Journal (2098) - Entertainment: Journalism]",True,Christina Zuniga and Philip Zuniga,True,True,True,Late Young Adult,Katherine Kelsey Smith,Lena Smith,Mrs.,F,Male,22.0,146 lbs,"5' 8""",2068 -  ,A+
Pd5a5,Female,Nicole,,Holland,Nole,649-57-3355,Heterosexual,22,1,2077-03-01,02:15 AM,,Brown,Unkempt,Green,71.4,171.4,AODd,Wears clothing with sarcastic sayings,"Benevolent, Romantic, Selfless",Irreverent,"Small-thinking, Dirty, Apathetic",Cell: (198) 714-8695,Personal: nicolezuniga133@hokmail.com,Passport: L18616047 - Exp: Nov 2103,Driver's License: N54PYWU8 - Exp: Jun 2104,"Home: 572 Ashley Mountain, Alyssachester, NJ - 07488",Gray 1992 Mercedes-Benz 300 SD - Sedan - VJX 361,"Bank Account (001504980): $26,823.44",,Married,Martin Robert Holland (2075 -  ),Zuniga,"[P889b, P8ac0, P739e]","[Pfb5f, P04c7, P479d]",Christina Audrey Zuniga (2049 -  ),Philip Steven Zuniga (2052 - 2100),Market Store Quick (2092) - Retail: Convenience,Manager: General,"[Sound Quest Music (2099) - Entertainment: Music, FeastSip Bread (2099) - Food and Beverage: Bakery, Star Beat Journal (2098) - Entertainment: Journalism, Style Quest Press (2089) - Entertainment: Journalism]",True,Christina Zuniga and Philip Zuniga,True,True,True,Early Young Adult,Nicole Holland,Nole Holland,Mrs.,F,Male,23.6,171 lbs,"5' 11""",2077 -  ,A+
