age,age_group,blood_type,blood_type_allele,body_mass_index,can_marry,can_work,children,date_of_birth,date_of_death,desired_gender,drivers_license,email,employer,eye_color,first_name,format_height,format_weight,full_name,gender,gender_abbr,generation,hair_color,hair_type,height,home,id,is_alive,is_working,last_name,maiden_name,mannerisms,marital_status,middle_name,negative_traits,neutral_traits,nickname,parents,passport,patron_of,pet,phone_number,positive_traits,role,sexual_orientation,siblings,spouse,ssn,time_of_birth,title,vehicle,weight,years_lived
49,Middle Age (Deceased),B+,BBDD,27.8,True,True,[],2050-05-15,2100-01-01,Male,Driver's License: Z38TKUF7 - Exp: Nov 2105,Personal: marygonzalez515@yakoo.com,Knowledge Elementary School (2097) - Education: Public K-6,Brown,Mary,"5' 1""",148 lbs,Mary Michelle Gonzalez,Female,F,2,Black,Spiky,61.1,"Home: 41192 Williams Island  - Suite 579, East Alexander, OH - 43031",P5e11,False,True,Gonzalez,,Looks at self in mirror often,Single,Michelle,"Indecisive, Overimaginative, Ritualistic",Maternal,,"[Pfe75, P5c5a]",Passport: V62278500 - Exp: Jul 2101,"[Knowledge Elementary School (2097) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, DrivePath Motors (2096) - Automotive: Dealership, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, Yum Delight Quick (2007) - Food and Beverage: Fast Food, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Play World News (2087) - Entertainment: Journalism, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, City Ways Repair (2090) - Automotive: Mechanic, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Boo', animal_type='Dog', breed='Spanish Water Dog', age=5, gender='Female')",Cell: (159) 984-5011,"Neat, Sentimental, Respectful",Employee: General,Heterosexual,[],,211-50-7604,05:23 PM,Ms.,Gray 1998 Ford Ranger Regular Cab - Pickup - 508 SAW,147.7,2050 - 2100
46,Middle Age (Deceased),B+,BADd,29.9,True,True,[P9087],2053-02-09,2099-06-09,Female,Driver's License: T56NAQZ1 - Exp: Apr 2102,Personal: jonathanalvarez53@kmail.com,Trend Mall Fresh (2094) - Retail: Grocery,Brown,Jonathan,"5' 5""",178 lbs,Jonathan Stephen Alvarez,Male,M,2,Black,Straight,64.8,"Home: 403 Duran Lane, South Julie, IN - 46008",P86e0,False,True,Alvarez,,Remains sober at parties,Married,Stephen,"Anxious, Domineering, Mannerless",Impassive,Steve,"[P13a2, Pebb5]",Passport: Y67162849 - Exp: Dec 2099,"[Story Chic Arena (2088) - Entertainment: Sports, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, DrivePath Motors (2096) - Automotive: Dealership, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Yum Delight Quick (2007) - Food and Beverage: Fast Food, Inno Produce (2096) - Technology: Manufacturers, Code Sync Connect (2025) - Technology: Mobile Providers, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Play World News (2087) - Entertainment: Journalism, Fund Invest (2098) - Finance: Investment Firm, Learn Center School (2098) - Education: Public K-6, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]","Animal(name='Biggie', animal_type='Dog', breed='Patterdale Terrier', age=0, gender='Female')",Cell: (188) 173-8002,"Subtle, Well-read, Principled",Employee: General,Heterosexual,"[P8e03, P4571]",Amanda Donna Hart (2059 -  ),860-39-2383,11:51 PM,Mr.,White 2017 Dodge Durango - SUV - 981-538,178.5,2053 - 2099
48,Middle Age,B+,BADd,27.1,True,True,"[Pecfa, Pf3ff, P690f, P3bac]",2051-03-14,,Male,Driver's License: J75NKCD4 - Exp: Oct 2102,Personal: jessicaalvarez@outkook.com,Capital Edge Finance (2096) - Finance: Bank,Hazel,Jessica,"5' 4""",158 lbs,Jessica Becky Walters,Female,F,2,Brown,Frizzy,64.0,"Home: 580 Edwards Court, South Joeburgh, IL - 61175",P8e03,True,True,Walters,Alvarez,Clenches jaw,Married,Becky,"Crass, Monstrous, Vulnerable",Emotional,,"[P13a2, Pebb5]",Passport: Q92095282 - Exp: Aug 2101,"[Knowledge Elementary School (2097) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, City Ways Repair (2090) - Automotive: Mechanic, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Marmalade', animal_type='Cat', breed='Sphynx', age=13, gender='Male')",Cell: (276) 251-8246,"Persuasive, Rational, Confident",Employee: General,Heterosexual,"[P86e0, P4571]",Sean Jeffery Walters (2049 - 2100),776-74-2682,04:06 PM,Mrs.,Black 2014 Honda Ridgeline - Pickup - 2A 5E7ORK,157.7,2051 -  
47,Middle Age,B+,BADd,31.7,True,True,[],2052-10-22,,Female,Driver's License: A84EWBV4 - Exp: Aug 2105,Personal: talvarez52@kcloud.com,Fund Invest (2098) - Finance: Investment Firm,Brown,Tammy,"5' 0""",164 lbs,Tammy Rachel Alvarez,Female,F,2,Brown,Unkempt,60.3,"Home: 383 Martin Squares  - Apt. 028, Johnsonview, MA - 02728",P4571,True,True,Alvarez,,Yawns a lot,Single,Rachel,"Discourteous, Opinionated, Overimaginative",Casual,Tammie,"[P13a2, Pebb5]",Passport: S35984198 - Exp: Dec 2109,"[LearnCenter High (2098) - Education: Public 10-12, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, City Wagon Rentals (2083) - Automotive: Rental, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, StayGetaway Explore (2096) - Hospitality: Other, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers, A Taste of Delight Go (2089) - Food and Beverage: Fast Food, EducateCampus Learn (2076) - Education: University]","Animal(name='Buffy', animal_type='Dog', breed='Grand Anglo-Français Blanc et Orange', age=10, gender='Male')",Cell: (138) 685-9835,"Warm, Sane, Sporting",Employee: General,Homosexual,"[P86e0, P8e03]",,285-14-5222,01:01 PM,Ms.,Silver 2013 Nissan GT-R - Coupe - 824-DJX,163.9,2052 -  
50,Middle Age (Deceased),B+,BBDD,31.8,True,True,"[Pecfa, Pf3ff, P690f, P3bac]",2049-01-22,2100-01-01,Female,Driver's License: C48OYKF8 - Exp: Dec 2100,Personal: seanwalters49@yakoo.com,StudyPlace Primary (2096) - Education: Public K-6,Brown,Sean,"5' 7""",203 lbs,Sean Jeffery Walters,Male,M,2,Brown,Straight,67.0,"Home: 580 Edwards Court, South Joeburgh, IL - 61175",Pb42b,False,True,Walters,,Tells everyone how much he/she paid for something,Married,Jeffery,"Uncritical, Hedonistic, Critical",Big-thinking,Jeff,"[Pf3f6, Pfe1d]",Passport: Q58915582 - Exp: Feb 2106,"[LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Inno Produce (2096) - Technology: Manufacturers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, Route Ways Commute (2085) - Transportation: Ride Sharing / Taxi, Style Flicks Play (2066) - Entertainment: Sports, Fund Invest (2098) - Finance: Investment Firm, City Ways Repair (2090) - Automotive: Mechanic, LogicSolutions Wireless (2098) - Technology: Mobile Providers, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (769) 453-2073,"Practical, Courteous, Original",Employee: General,Heterosexual,[P376b],Jessica Becky Walters (2051 -  ),723-32-9449,12:04 PM,Mr.,White 2020 Volvo XC90 - SUV1992 - SXW-8271,202.9,2049 - 2100
47,Middle Age,B+,BBDd,22.3,True,True,[],2052-06-28,,Female,Driver's License: L94ECJC0 - Exp: Apr 2100,Personal: dwalters@outkook.com,,Brown,Dalton,"6' 4""",184 lbs,Dalton Mark Walters,Male,M,2,Blonde,Wavy,76.0,"Home: 52845 Ian Road, Mooreton, AZ - 86240",P376b,True,False,Walters,,Rarely smiles,Married,Mark,"Calculating, Paranoid, Perverse",Restrained,Dahl,"[Pf3f6, Pfe1d]",Passport: H46798645 - Exp: Oct 2103,"[Story Chic Arena (2088) - Entertainment: Sports, StudyPlace Primary (2096) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Select Store Gadget (2099) - Retail: Electronics, Delicious Eats Bistro (2095) - Food and Beverage: Restaurant, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Style Flicks Play (2066) - Entertainment: Sports, Fund Invest (2098) - Finance: Investment Firm, City Ways Repair (2090) - Automotive: Mechanic, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Fox', animal_type='Dog', breed='Standard Schnauzer', age=5, gender='Male')",Cell: (616) 499-3527,"Venturesome, Sporting, Skillful",Unemployed,Heterosexual,[Pb42b],Shannon Vickie Walters (2046 - 2100),341-22-9091,07:59 AM,Mr.,,183.6,2052 -  
39,Late Young Adult,O+,OADD,27.9,True,True,[],2060-04-02,,Male,Driver's License: C57IEQG4 - Exp: Apr 2102,Personal: ngarcia@outkook.com,WealthHub Invest (2097) - Finance: Investment Firm,Blue,Nancy,"4' 8""",126 lbs,Nancy Courtney Garcia,Female,F,2,Black,Flowing,56.3,"Home: 95055 Woodward Via, Shelleyborough, IL - 60082",P89ca,True,True,Garcia,,Wear a sweater/jacket/coat at all times,Single,Courtney,"Brutal, Callous, Devious",Obedient,Nanny,"[P6b45, P90ab]",Passport: P43088991 - Exp: Oct 2102,"[Knowledge Elementary School (2097) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, Commute Express Courier (2073) - Transportation: Courier / Delivery, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank, Money Finance (2083) - Finance: Loans / Mortgage Lender, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (992) 951-1374,"Gentle, Humorous, Sexy",Employee: General,Heterosexual,[Pb886],,633-56-8906,10:16 PM,Ms.,"White 1994 Acura Integra - Hatchback, Sedan - HAP 337",125.7,2060 -  
48,Middle Age,O+,OODD,25.9,True,True,[],2051-02-23,,Male,Driver's License: I26NFJQ1 - Exp: Nov 2099,Personal: jgarcia223@kmail.com,,Brown,Jennifer,"5' 3""",147 lbs,Jennifer Catherine Hart,Female,F,2,Black,Spiky,63.3,"Home: 36587 Jeffery Pike  - Suite 112, Lovebury, ME - 04715",Pb886,True,False,Hart,Garcia,Only drinks gourmet tea for a caffeine fix,Married,Catherine,"Fiery, Intolerant, Coarse",Maternal,,"[P6b45, P90ab]",Passport: N65332092 - Exp: Oct 2106,"[LearnCenter School (2099) - Education: Public 7-9, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, StayGetaway Explore (2096) - Hospitality: Other, Dinero Finance (2090) - Finance: Bank]","Animal(name='Phoenix', animal_type='Bird', breed='Jenday Conure', age=8, gender='Female')",Cell: (314) 881-5185,"Vivacious, Incisive, Captivating",Unemployed,Heterosexual,[P89ca],Edward Hart (2048 -  ),449-38-7720,11:56 PM,Mrs.,Red 2006 Mitsubishi Raider Extended Cab - Pickup - MIY 374,147.4,2051 -  
59,Middle Age,O+,OOdD,21.5,True,True,[],2040-04-13,,Female,Driver's License: A22FMAP3 - Exp: May 2101,Personal: sherman635@kmail.com,KnowledgeCampus Middle (2098) - Education: Public 7-9,Hazel,Maxwell,"5' 11""",155 lbs,Maxwell Adrian Sherman,Male,M,2,Black,Unkempt,71.2,"Home: 70736 Henry Mission, Craigville, NH - 03314",P194f,True,True,Sherman,,Blushes a lot,Single,Adrian,"Arbitrary, Cautious, Meretricious",Moralistic,,"[P1e78, P71b0]",Passport: Z75050275 - Exp: Mar 2109,"[Speed Air (1915) - Transportation: Airline, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Inno Produce (2096) - Technology: Manufacturers, Code Sync Connect (2025) - Technology: Mobile Providers, Taste Dine Bread (2090) - Food and Beverage: Bakery, Invest Edge Finance (2087) - Finance: Bank, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Style Flicks Play (2066) - Entertainment: Sports, Tour Escape Stay (2099) - Hospitality: Hotels, Fund Hub Digital (2090) - Finance: Crypto]","Animal(name='Pippin', animal_type='Rabbit', breed='Mini Lop', age=1, gender='Female')",Cell: (604) 452-2628,"Extraordinary, Responsible, Daring",Employee: General,Heterosexual,[],,086-86-7977,12:18 PM,Mr.,Red 2004 Chevrolet Silverado 1500 Regular Cab - Pickup - ECG 045,155.2,2040 -  
45,Middle Age (Deceased),B+,BADd,27.6,True,True,"[Pb83f, Pb147]",2054-12-11,2100-01-01,Female,Driver's License: S56WRZO4 - Exp: Jan 2099,Personal: dpeterson606@hokmail.com,Knowledge Elementary School (2097) - Education: Public K-6,Brown,David,"5' 5""",166 lbs,David Mark Peterson,Male,M,2,Blonde,Unkempt,65.0,"Home: 649 Kyle Isle, Anthonybury, UT - 84171",P47bb,False,True,Peterson,,Points out when a song is off-key,Married,Mark,"Troublesome, Easily Discouraged, Paranoid",Unambitious,,"[Pf4f6, P8401]",Passport: S06926162 - Exp: Jan 2105,"[StoryQuest Press (2096) - Entertainment: Journalism, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Invest Edge Finance (2087) - Finance: Bank, Select Store Gadget (2099) - Retail: Electronics, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Fund Invest (2098) - Finance: Investment Firm, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (735) 653-4296,"High-minded, Companionly, Considerate",Employee: General,Bisexual,[P8367],Deanna Misty Peterson (2042 - 2099),001-45-7148,02:23 PM,Mr.,White 1993 Cadillac Sixty Special - Sedan - 5SGK 54,166.1,2054 - 2100
39,Late Young Adult (Deceased),B+,BBDd,26.0,True,True,[],2060-06-04,2100-01-01,Male,Driver's License: E76GPVQ8 - Exp: Nov 2103,Personal: cpeterson@yakoo.com,Feast Sip Taste (2099) - Food and Beverage: Restaurant,Brown,Cathy,"5' 0""",132 lbs,Cathy Samantha Peterson,Female,F,2,Black,Touseled,59.7,"Home: 1463 Molly Islands  - Suite 712, Tylerport, AK - 99644",P8367,False,True,Peterson,,Oblivious to everyone except one person,Single,Samantha,"Hostile, Careless, Imprudent",Stoiid,,"[Pf4f6, P8401]",Passport: X84571386 - Exp: May 2104,"[LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, Commute Express Courier (2073) - Transportation: Courier / Delivery, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, Dinero Finance (2090) - Finance: Bank, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]",,Cell: (885) 181-1981,"Undogmatic, Sane, Humble",Employee: General,Heterosexual,[P47bb],,735-79-4891,05:59 PM,Ms.,White 2001 Toyota Prius - Sedan - 852 GEJ,132.0,2060 - 2100
47,Middle Age,B+,BODd,27.9,True,True,[],2052-02-04,,Male,Driver's License: Y98DVFW9 - Exp: Jun 2104,Personal: margaretcarrillo52@hokmail.com,Cyber Solutions Connect (2061) - Technology: Mobile Providers,Brown,Margaret,"5' 4""",164 lbs,Margaret Hannah Carrillo,Female,F,2,Blonde,Touseled,64.3,"Home: 3995 Guzman Hills, Murphyburgh, HI - 96873",P83cf,True,True,Carrillo,,Picks at nails,Single,Hannah,"Bizarre, Presumptuous, Silly",Formal,,"[P07aa, Pfb0a]",Passport: C95590061 - Exp: Dec 2107,"[LearnCenter School (2099) - Education: Public 7-9, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, ZoomWagon Repair (1919) - Automotive: Mechanic, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, KnowledgeCampus Middle (2098) - Education: Public 7-9, Dinero Finance (2090) - Finance: Bank, A Taste of Delight Go (2089) - Food and Beverage: Fast Food]",,Cell: (974) 986-1522,"Earnest, Lyrical, Charming",Employee: General,Heterosexual,[],,221-31-1176,08:23 AM,Ms.,Black 2011 Mercedes-Benz Sprinter 3500 Cargo - Van/Minivan - 649 IRS,164.1,2052 -  
54,Middle Age,B-,BOdd,35.5,True,True,[P77e3],2045-10-25,,Female,Driver's License: I53FUNS3 - Exp: Oct 2107,Personal: tblake@outkook.com,,Brown,Travis,"5' 6""",218 lbs,Travis David Blake,Male,M,2,Brown,Spiky,65.6,"Home: 73592 Rhonda Mountains  - Apt. 422, Maryburgh, RI - 02899",P81d0,True,False,Blake,,Looks down nose at everyone,Married,David,"Miserly, Moody, Mechanical",Crisp,Day,"[P7b67, Pfa82]",Passport: R22879143 - Exp: Nov 2107,"[LearnCenter School (2099) - Education: Public 7-9, Speed Air (1915) - Transportation: Airline, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, StyleChic Media (2099) - Entertainment: Journalism, AcademyHub Middle (2094) - Education: Public 7-9, Finance Vault Finance (2089) - Finance: Loans / Mortgage Lender, Inno Produce (2096) - Technology: Manufacturers, Code Sync Connect (2025) - Technology: Mobile Providers, MoneyHub Finance (2092) - Finance: Loans / Mortgage Lender, Well Care Care (2097) - Healthcare: Hospital, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Tour Escape Stay (2099) - Hospitality: Hotels, Learn Center School (2098) - Education: Public K-6, Fund Hub Digital (2090) - Finance: Crypto]",,Cell: (613) 709-5633,"Curious, Protean, Sophisticated",Unemployed,Heterosexual,[P5a65],Melissa Denise Blake (2059 -  ),680-21-0434,01:25 AM,Mr.,Blue 2015 MAZDA CX-9 - SUV - C 254282,217.5,2045 -  
44,Middle Age,B+,BODd,16.1,True,True,"[Pdeaa, P6281, P62c8, P592c]",2055-07-24,,Female,Driver's License: I04NAQL6 - Exp: Mar 2105,Personal: bblake@kmail.com,,Brown,Brandon,"6' 6""",141 lbs,Brandon Matthew Blake,Male,M,2,Black,Wavy,78.5,"Home: 4495 Jensen Turnpike, New Michelle, GA - 30498",P5a65,True,False,Blake,,Scoffs under breath about things taking place,Married,Matthew,"Softheaded, Regimental, Cold",Effeminate,Matty,"[P7b67, Pfa82]",Passport: E47816545 - Exp: Jun 2105,"[LearnCenter School (2099) - Education: Public 7-9, LearnCenter High (2098) - Education: Public 10-12, FitCare Doc (2018) - Healthcare: Doctor, Style Pastime (1948) - Entertainment: Hobbies, Feast Sip Taste (2099) - Food and Beverage: Restaurant, AcademyHub Middle (2094) - Education: Public 7-9, Inno Produce (2096) - Technology: Manufacturers, Code Sync Connect (2025) - Technology: Mobile Providers, Invest Edge Finance (2087) - Finance: Bank, InvestTech Fund (2098) - Finance: Investment Firm, Well Care Care (2097) - Healthcare: Hospital, Cine Productions (2099) - Entertainment: Film / TV, Capital Edge Finance (2096) - Finance: Bank, Play World News (2087) - Entertainment: Journalism, Style Flicks Play (2066) - Entertainment: Sports, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Scarlett', animal_type='Dog', breed='Sealyham Terrier', age=6, gender='Female')",Cell: (922) 207-0173,"Strong, Wise, Studious",Unemployed,Bisexual,[P81d0],Nicole Blake (2043 -  ),712-71-3783,05:58 PM,Mr.,,141.4,2055 -  
53,Middle Age (Deceased),O+,OBdD,22.7,True,True,[],2046-11-05,2100-01-01,Male,Driver's License: L58GPJQ4 - Exp: Feb 2099,Personal: shelleyryan46@kcloud.com,Fund Hub Capital (2080) - Finance: Bank,Brown,Shelley,"5' 5""",136 lbs,Shelley Melanie Ryan,Female,F,2,Black,Frizzy,65.0,"Home: 37799 Phillip Valley  - Suite 530, Evanchester, OH - 44391",P0b72,False,True,Ryan,,Wears headphones or hats often,Single,Melanie,"Destructive, Unfriendly, Vindictive",Irreverent,Mellie,"[P99b1, P703d]",Passport: Y61669962 - Exp: Dec 2103,"[LearnCenter High (2098) - Education: Public 10-12, DrivePath Motors (2096) - Automotive: Dealership, FinanceVault Capital (2084) - Finance: Bank, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, Yum Delight Quick (2007) - Food and Beverage: Fast Food, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Leisure Journey World (2046) - Hospitality: Theme Park, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, Play World News (2087) - Entertainment: Journalism, Dinero Finance (2090) - Finance: Bank, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Tess', animal_type='Dog', breed=""Braque d'Auvergne"", age=0, gender='Female')",Cell: (446) 865-1427,"Honorable, Accessible, Dutiful",Employee: General,Heterosexual,"[Pf287, P1a29]",,781-66-0982,10:57 PM,Ms.,,136.4,2046 - 2100
50,Middle Age (Deceased),O+,OBdD,24.0,True,True,[],2048-02-20,2099-01-14,Male,Driver's License: J77PXRB1 - Exp: Aug 2100,Personal: sarahryan@outkook.com,Fund Hub Digital (2090) - Finance: Crypto,Brown,Sarah,"5' 6""",147 lbs,Sarah Ryan,Female,F,2,Black,Touseled,65.5,"Home: 5017 Martinez Circle  - Apt. 658, Port Joshualand, NH - 03213",Pf287,False,True,Ryan,,Constantly checks phone,Single,,"Easily Discouraged, Frivolous, Cowardly",Restrained,Sally,"[P99b1, P703d]",Passport: D40881474 - Exp: Oct 2102,"[Knowledge Elementary School (2097) - Education: Public K-6, LearnCenter High (2098) - Education: Public 10-12, Style Pastime (1948) - Entertainment: Hobbies, Fund Tech Bank (2093) - Finance: Bank, Play Pastime (2095) - Entertainment: Hobbies, ZoomWagon Repair (1919) - Automotive: Mechanic, Institute Place Trade (2090) - Education: Technical / Trade School, Inno Produce (2096) - Technology: Manufacturers, Relax Charm Clean (2088) - Hospitality: Cleaning Services, InvestTech Fund (2098) - Finance: Investment Firm, TrendOutlet Bulk (2074) - Retail: Wholesale, Well Care Care (2097) - Healthcare: Hospital, ExploreEscape Adventures (2097) - Hospitality: Other, Route Ways Transfer (2099) - Transportation: Relocation, Capital Edge Finance (2096) - Finance: Bank, Go Ways Rentals (2090) - Automotive: Rental, StayGetaway Explore (2096) - Hospitality: Other, Tour Escape Stay (2099) - Hospitality: Hotels, LogicSolutions Wireless (2098) - Technology: Mobile Providers]","Animal(name='Melo', animal_type='Dog', breed='Basenji', age=8, gender='Female')",Cell: (724) 406-3179,"Imaginative, Profound, Well-read",Employee: General,Heterosexual,"[P0b72, P1a29]",,065-21-7698,03:14 AM,Ms.,White 2002 Jeep Grand Cherokee - SUV - DF-0987,146.6,2048 - 2099
