id,gender,first_name,middle_name,last_name,nickname,ssn,sexual_orientation,age,generation,date_of_birth,time_of_birth,date_of_death,hair_color,hair_type,eye_color,height,weight,blood_type_allele,mannerisms,positive_traits,neutral_traits,negative_traits,phone_number,email,passport,drivers_license,home,vehicle,bank_account,pet,marital_status,spouse,maiden_name,children,siblings,parent_a,parent_b,employer,role,salary,work_days,work_hours,patron_of,list_of_family,is_alive,parents,can_work,can_marry,is_working,age_group,full_name,name,title,gender_abbr,desired_gender,body_mass_index,format_weight,format_height,years_lived,blood_type
P5057,Male,Frank,Derrick,Calhoun,Eric,593-43-1312,Heterosexual,79,3,2020-05-04,05:44 AM,2100-01-01,Brown,Curly,Brown,62.4,180.5,ABdd,Body language doesn't match words spoken,"Intelligent, Tolerant, Genuine",Boyish,"Ruined, Unreliable, Flamboyant",(595) 484-8458,Personal: frankcalhoun54@yakoo.com,Passport: S02154709 - Exp: Jun 2102,Driver's License: L91OMFL0 - Exp: Dec 2099,"Residence (val:3/size:2): 3A East Larch Street - Apartment D11, Baxter Center, Dumphrey - 00000",Gray 2009 Audi R8 - Coupe - 0-K5313,"Bank Account (629885467): $21,989.41","Animal(name='Henry', animal_type='Dog', breed='Grand Anglo-Français Tricolore', age=11, gender='Female')",Married,Denise Calhoun (2033 - 2099),,"[Pe1ec, P9ed1, P5e79, Pf194, Pb290]",[],,,,Unemployed,0,[],[],[],"[P788d, Pe1ec, P9ed1, P5e79, Pf194, Pb290]",False,,True,True,False,Senior (Deceased),Frank Derrick Calhoun,Eric Calhoun,Mr.,M,Female,32.6,180 lbs,"5' 2""",2020 - 2100,AB-
Pfb7e,Male,Jeffrey,,Brown,,619-13-6003,Heterosexual,56,3,2028-11-19,12:11 PM,2085-03-19,Black,Frizzy,Brown,61.0,177.8,ABDd,"Makes a ""tsk"" noise","Benevolent, Daring, Friendly",Moralistic,"Sordid, Selfish, Hedonistic",(275) 779-9945,Personal: jeffreybrown400@hokmail.com,Passport: G27395588 - Exp: May 2085,Driver's License: R00BPLE0 - Exp: May 2089,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment B2, Baxter Center, Dumphrey - 00000",Black 2016 Alfa Romeo 4C Spider - Convertible - WZN6213,Bank Account (113397028): $963.81,,Married,Kathryn Lori Brown (2021 - 2100),,[P3ee5],[],,,,Unemployed,0,[],[],[],"[P86f0, P3ee5]",False,,True,True,False,Middle Age (Deceased),Jeffrey Brown,Jeffrey Brown,Mr.,M,Female,33.6,178 lbs,"5' 1""",2028 - 2085,AB+
Pdbc4,Male,Robert,,Wheeler,Rob,709-35-9813,Heterosexual,65,3,2034-05-09,03:30 PM,2100-01-01,Brown,Straight,Brown,75.0,174.3,AAdd,Always loses track of time,"Clear-headed, Disciplined, Honorable",Amusing,"Unrealistic, Artificial, Grand",(623) 513-0541,Personal: robertwheeler59@kmail.com,Passport: U92878977 - Exp: Jan 2101,Driver's License: W05MJVQ7 - Exp: Dec 2101,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 908, Baxter Center, Dumphrey - 00000",,"Bank Account (826023111): $45,171.56",,Married,Carrie Cassie Wheeler (2029 - 2099),,"[Pca99, Pf076]",[],,,,Unemployed,0,[],[],[],"[Pdbb2, Pca99, Pf076]",False,,True,True,False,Senior (Deceased),Robert Wheeler,Rob Wheeler,Mr.,M,Female,21.8,174 lbs,"6' 3""",2034 - 2100,A-
Pd99a,Female,Melissa,Catherine,Hartman,Lena,323-21-4319,Heterosexual,75,3,2024-03-12,05:36 AM,,Brown,Curly,Brown,58.2,144.1,AAdd,Puts fingers to forehead while shaking head,"Challenging, Adventurous, Daring",Irreligious,"Naive, Libidinous, Suspicious",(994) 845-4626,Personal: mhartman24@kol.com,Passport: F58658766 - Exp: Dec 2104,Driver's License: E70JHZC2 - Exp: Jul 2107,"Residence (val:2/size:4): 60 Denville Road - Apartment 506, Baxter Center, Dumphrey - 00000",Red 2015 Cadillac Escalade - SUV - 947 XTZ,"Bank Account (347015475): $31,113.77","Animal(name='Pepper', animal_type='Rabbit', breed='Californian', age=20, gender='Male')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Melissa Catherine Hartman,Lena Hartman,Ms.,F,Male,29.9,144 lbs,"4' 10""",2024 -  ,A-
Paa08,Female,Emma,Sarah,Wilson,Sara,505-73-1821,Heterosexual,65,3,2034-01-26,09:18 AM,,Black,Unkempt,Grey,67.6,135.8,AOdd,Stares into the distance often,"Hearty, Empathetic, Sentimental",Pure,"Hostile, Hidebound, Offhand",(153) 439-1267,Personal: ewilson34@kmail.com,Passport: J27764627 - Exp: May 2101,Driver's License: M35LHRN0 - Exp: Oct 2099,"Residence (val:3/size:2): 3A East Larch Street - Apartment A10, Baxter Center, Dumphrey - 00000",Blue 2007 Dodge Caravan Passenger - Van/Minivan - 401R,"Bank Account (564173366): $33,805.01",,Married,Luke Miller (2038 - 2100),,"[P73b2, P32e0]",[],,,,Unemployed,0,[],[],[],"[Pd733, P73b2, P32e0]",True,,True,True,False,Senior,Emma Sarah Wilson,Sara Wilson,Mrs.,F,Male,20.9,136 lbs,"5' 8""",2034 -  ,A-
Pbe35,Female,Terri,Melissa,Gonzalez,,826-60-5878,Heterosexual,60,3,2039-11-16,08:59 AM,,Blonde,Wavy,Grey,61.9,120.1,ABDD,Beats on surfaces with hands and/or fingers,"Popular, Allocentric, Enthusiastic",Paternalistic,"Messy, Meddlesome, Treacherous",(231) 207-0549,Personal: tgonzalez39@yakoo.com,Passport: F80270158 - Exp: Feb 2103,Driver's License: U59WOMM6 - Exp: Sep 2102,"Residence (val:5/size:5): 29 West Birch Street, Baxter Center, Dumphrey - 00000",,Bank Account (731642241): $6.59,,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Terri Melissa Gonzalez,Terri Gonzalez,Ms.,F,Male,22.0,120 lbs,"5' 2""",2039 -  ,AB+
P7ac4,Male,Brandon,Todd,Green,,557-11-2149,Heterosexual,78,3,2021-07-11,07:47 AM,,Black,Unkempt,Brown,82.7,183.2,ABDd,Changes tone of voice at odd points,"Leaderly, Dynamic, Realistic",Predictable,"Superficial, Unreflective, Scheming",(402) 950-1723,Personal: bgreen@kmail.com,Passport: W97180428 - Exp: Nov 2103,Driver's License: Y94VWHN5 - Exp: Sep 2105,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 1107, Baxter Center, Dumphrey - 00000",,"Bank Account (770150657): $22,427.19",,Married,Melinda Sarah Green (2035 -  ),,"[Pc19e, P9895, P9576, P67ef, P62bf]",[],,,,Unemployed,0,[],[],[],"[P551d, Pc19e, P9895, P9576, P67ef, P62bf]",True,,True,True,False,Senior,Brandon Todd Green,Brandon Green,Mr.,M,Female,18.8,183 lbs,"6' 11""",2021 -  ,AB+
Pb714,Female,Debbie,Vanessa,Allen,,095-38-4883,Homosexual,74,3,2025-10-15,07:59 AM,,Blonde,Touseled,Blue,69.1,154.8,BBDd,Scrambles around frantically,"Tidy, Humorous, Clear-headed",Religious,"Irresponsible, Small-thinking, Grand",(175) 705-9557,Personal: allen439@kmail.com,Passport: D91210348 - Exp: Oct 2102,Driver's License: G97RINE1 - Exp: Dec 2107,"Residence (val:3/size:19): 15 East Maple Street - Apartment 605, Baxter Center, Dumphrey - 00000",Gray 2017 Nissan TITAN Single Cab - Pickup - R55 5BJ,"Bank Account (148710090): $10,590.57",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Debbie Vanessa Allen,Debbie Allen,Ms.,F,Female,22.8,155 lbs,"5' 9""",2025 -  ,B+
P9fae,Female,Chelsea,Amanda,Martinez,Manda,667-03-0782,Heterosexual,65,3,2034-11-08,06:38 AM,,Black,Unkempt,Green,62.2,143.5,OODd,Compulsively scratches nape of neck,"Farsighted, Directed, Sage",Intense,"Amoral, Sly, Uncaring",(187) 377-7535,Personal: cmartinez578@kcloud.com,Passport: R15662288 - Exp: Jul 2103,Driver's License: W51POBV2 - Exp: Jan 2098,"Residence (val:3/size:2): 3A East Larch Street - Apartment A9, Baxter Center, Dumphrey - 00000",,Bank Account (890777066): $950.72,,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Chelsea Amanda Martinez,Manda Martinez,Ms.,F,Male,26.1,144 lbs,"5' 2""",2034 -  ,O+
P65ef,Female,Rachel,Melissa,Park,,070-63-1567,Homosexual,64,3,2035-03-27,01:50 PM,2100-01-01,Black,Wavy,Brown,63.9,151.7,BOdd,Paces back and forth,"Earnest, Dignified, Patriotic",Driving,"Well-meaning, Excitable, Uncooperative",(186) 928-1220,Personal: rachelfoster35@yakoo.com,Passport: D45707098 - Exp: Jul 2102,Driver's License: B32YUUL6 - Exp: Mar 2105,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment G6, Baxter Center, Dumphrey - 00000",Gold 2020 Acura TLX - Sedan - 65-GX38,"Bank Account (024094993): $36,638.68","Animal(name='Biscuit', animal_type='Dog', breed='Australian Shepherd', age=7, gender='Female')",Married,Linda Park (2031 -  ),Foster,"[Pfa13, Pd084]",[],,,,Unemployed,0,[],[],[],"[Pf4e7, Pfa13, Pd084]",False,,True,True,False,Senior (Deceased),Rachel Melissa Park,Rachel Park,Mrs.,F,Female,26.1,152 lbs,"5' 4""",2035 - 2100,B-
P1813,Female,Paige,Kimberly,Hahn,Kim,415-63-0589,Heterosexual,65,3,2034-08-01,08:48 PM,,Brown,Wavy,Green,66.7,143.1,ABDD,Stares in the distance,"Thorough, Self-sufficent, Subtle",Sarcastic,"Paranoid, Well-meaning, Narrow-minded",(779) 766-5749,Personal: phahn@kmail.com,Passport: K31752115 - Exp: Oct 2106,Driver's License: E71ABSP2 - Exp: Feb 2101,"Residence (val:2/size:4): 60 Denville Road - Apartment 1102, Baxter Center, Dumphrey - 00000",Green 2017 Kia Sorento - SUV - MMS-7673,Bank Account (330499580): $14.32,,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Paige Kimberly Hahn,Kim Hahn,Ms.,F,Male,22.6,143 lbs,"5' 7""",2034 -  ,AB+
P97f8,Male,Barry,Austin,Deleon,,837-94-3588,Heterosexual,74,3,2025-07-21,02:31 PM,,Black,Spiky,Blue,77.7,195.9,BBdd,Never dresses to fit the occasion,"Lovable, Contemplative, Reverential",Deceptive,"Insensitive, Shy, Unprincipled",(771) 485-7759,Personal: barrydeleon25@outkook.com,Passport: F92864953 - Exp: Feb 2105,Driver's License: D95XJFH7 - Exp: Jun 2098,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 1202, Baxter Center, Dumphrey - 00000",Red 2003 Mercedes-Benz SLK-Class - Convertible - 688-DZF,"Bank Account (740380312): $1,675.85",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Barry Austin Deleon,Barry Deleon,Mr.,M,Female,22.8,196 lbs,"6' 6""",2025 -  ,B-
Pbd88,Female,Sara,Lori,Walker,,186-32-8851,Bisexual,65,3,2034-09-08,06:01 PM,,Blonde,Touseled,Brown,63.6,135.6,BODD,Constantly checks phone,"Amiable, Enthusiastic, Popular",Irreverent,"Nihilistic, Mannered, Angry",(789) 535-6583,Personal: swalker34@kmail.com,Passport: E53942733 - Exp: Apr 2107,Driver's License: L27VQZG1 - Exp: Mar 2105,"Residence (val:3/size:19): 15 East Maple Street - Apartment 704, Baxter Center, Dumphrey - 00000",Blue 2001 GMC Safari Cargo - Van/Minivan - 976 CXJ,Bank Account (408613947): $3.60,"Animal(name='Casper', animal_type='Cat', breed='Peterbald', age=12, gender='Female')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Sara Lori Walker,Sara Walker,Ms.,F,Male,23.6,136 lbs,"5' 4""",2034 -  ,B+
Pf696,Male,Martin,Jason,King,Marty,394-55-9867,Heterosexual,72,3,2027-09-23,06:02 PM,,Brown,Curly,Hazel,66.8,179.8,BODD,Wears hats consistently,"Witty, Methodical, Calm",Political,"Moody, Grand, Astigmatic",(161) 489-0973,Personal: mking173@kmail.com,Passport: V05507869 - Exp: Mar 2100,Driver's License: E58PCZH8 - Exp: Mar 2100,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment F4, Baxter Center, Dumphrey - 00000",Black 2013 Maserati Quattroporte - Sedan - 835GHW,"Bank Account (307213866): $16,485.43","Animal(name='Phoenix', animal_type='Bird', breed='Amazon Parrot', age=9, gender='Female')",Married,Tammy Cynthia King (2030 - 2100),,[Paf5c],[],,,,Unemployed,0,[],[],[],"[Pec3b, Paf5c]",True,,True,True,False,Senior,Martin Jason King,Marty King,Mr.,M,Female,28.3,180 lbs,"5' 7""",2027 -  ,B+
P9726,Female,Vanessa,Karen,Barker,,764-59-5099,Heterosexual,69,3,2030-12-27,08:37 PM,2100-01-01,Black,Touseled,Brown,68.1,142.0,BBDD,Has unkempt hair,"Reverential, Shrewd, Polished",Iconoclastic,"Tasteless, Venal, Hostile",(579) 706-0535,Personal: barker677@yakoo.com,Passport: U78981323 - Exp: Jul 2102,Driver's License: J63JQBX3 - Exp: Sep 2103,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1006, Baxter Center, Dumphrey - 00000",Blue 2009 Chevrolet Tahoe - SUV - 296GH,"Bank Account (565515729): $14,562.98","Animal(name='Croaker', animal_type='Amphibian', breed='Gray Tree Frog', age=2, gender='Male')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),Vanessa Karen Barker,Vanessa Barker,Ms.,F,Male,21.5,142 lbs,"5' 8""",2030 - 2100,B+
Pf4e7,Female,Linda,,Park,Lindy,615-90-7476,Homosexual,68,3,2031-05-09,07:42 PM,,Brown,Touseled,Brown,67.0,130.1,AODd,Rubbing nose,"Loyal, Cultured, Deep",Cute,"Zany, Conceited, Ungrateful",(678) 341-1076,Personal: lpark59@kcloud.com,Passport: W69104045 - Exp: May 2107,Driver's License: H22YXIG6 - Exp: Aug 2103,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment G6, Baxter Center, Dumphrey - 00000",Black 2018 Jeep Cherokee - SUV - 25-69597,"Bank Account (617245644): $35,719.22","Animal(name='Ziggy', animal_type='Cat', breed='Korean Bobtail', age=6, gender='Female')",Married,Rachel Melissa Park (2035 - 2100),,"[Pfa13, Pd084]",[],,,,Unemployed,0,[],[],[],"[P65ef, Pfa13, Pd084]",True,,True,True,False,Senior,Linda Park,Lindy Park,Mrs.,F,Female,20.4,130 lbs,"5' 7""",2031 -  ,A+
P73fd,Male,Danny,Michael,Stokes,Daniel,005-51-3175,Heterosexual,62,3,2037-01-13,05:31 PM,2100-01-01,Blonde,Touseled,Blue,75.9,215.2,BODd,Looks down nose at everyone,"Unfoolable, Incisive, Precise",Frugal,"Pugnacious, Uncritical, Abrupt",(906) 833-2435,Personal: dannystokes67@yakoo.com,Passport: X68652658 - Exp: Jun 2104,Driver's License: L46ZQBG5 - Exp: Jan 2107,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 102, Baxter Center, Dumphrey - 00000",Blue 2015 Nissan Quest - Van/Minivan - 904395,"Bank Account (551215563): $12,155.89","Animal(name='Marley', animal_type='Bird', breed='Indian Ringneck Parakeet', age=0, gender='Female')",Married,Shelly Stokes (2026 - 2100),,"[P434d, Pa848]",[],,,,Unemployed,0,[],[],[],"[P4605, P434d, Pa848]",False,,True,True,False,Senior (Deceased),Danny Michael Stokes,Daniel Stokes,Mr.,M,Female,26.3,215 lbs,"6' 4""",2037 - 2100,B+
Pf462,Male,Ryan,Steven,Santiago,Steph,239-60-8701,Heterosexual,67,3,2032-01-03,08:03 PM,,Brown,Flowing,Brown,72.3,123.5,BBDD,Refuses to eat non-gourmet food,"Optimistic, Directed, Courteous",Impressionable,"Willful, Ignorant, Venomous",(766) 342-1921,Personal: ryansantiago32@kcloud.com,Passport: W60436010 - Exp: Apr 2104,Driver's License: T97AVKU4 - Exp: May 2101,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 405, Baxter Center, Dumphrey - 00000",Black 2000 Chevrolet S10 Regular Cab - Pickup - GWR-0043,Bank Account (855541596): $17.96,"Animal(name='Gingersnap', animal_type='Rodent', breed='Chinchilla', age=8, gender='Male')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Ryan Steven Santiago,Steph Santiago,Mr.,M,Female,16.6,124 lbs,"6' 0""",2032 -  ,B+
P81fa,Female,Karen,Terri,May,Teri,055-62-5661,Homosexual,61,3,2038-08-19,03:55 AM,,Brown,Flowing,Brown,57.4,133.8,BBDD,Flexing fingers,"Fair, Dutiful, Inoffensive",Contradictory,"Procrastinating, Uncooperative, Venomous",(524) 166-6605,Personal: karenmay819@kmail.com,Passport: H29874428 - Exp: Aug 2106,Driver's License: L87EKIG5 - Exp: Jul 2099,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 911, Baxter Center, Dumphrey - 00000",Black 1995 Kia Sephia - Sedan - 654 0AL,"Bank Account (459477709): $26,123.66",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Karen Terri May,Teri May,Ms.,F,Female,28.5,134 lbs,"4' 9""",2038 -  ,B+
P8d69,Male,Joseph,Lucas,Shelton,Jos,042-27-9116,Heterosexual,60,3,2039-03-22,08:57 AM,2100-01-01,Black,Wavy,Blue,75.8,143.8,AADd,Arms crossed defensively,"Popular, Persuasive, Cheerful",Conservative,"Discontented, Narcissistic, Trendy",(394) 716-7794,Personal: josephshelton39@yakoo.com,Passport: E60959308 - Exp: Aug 2102,Driver's License: L58NWIN1 - Exp: Dec 2103,"Residence (val:2/size:4): 60 Denville Road - Apartment 305, Baxter Center, Dumphrey - 00000",Blue 2001 BMW M5 - Sedan - 3U L5301,"Bank Account (010187587): $48,516.21","Animal(name='Percy', animal_type='Dog', breed='Mahratta Greyhound', age=3, gender='Female')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),Joseph Lucas Shelton,Jos Shelton,Mr.,M,Female,17.6,144 lbs,"6' 4""",2039 - 2100,A+
Pd733,Male,Luke,,Miller,,003-70-0353,Heterosexual,61,3,2038-06-30,06:41 AM,2100-01-01,Blonde,Touseled,Brown,68.1,174.5,OOdd,Keeps hands in pockets while walking/sitting,"Maticulous, Methodical, Solid",Questioning,"Criminal, Devious, Vacuous",(133) 167-4234,Personal: lmiller630@yakoo.com,Passport: Q38989227 - Exp: Apr 2103,Driver's License: V88NXZW8 - Exp: May 2098,"Residence (val:3/size:2): 3A East Larch Street - Apartment A10, Baxter Center, Dumphrey - 00000",,"Bank Account (811274015): $35,588.28",,Married,Emma Sarah Wilson (2034 -  ),,"[P73b2, P32e0]",[],,,,Unemployed,0,[],[],[],"[Paa08, P73b2, P32e0]",False,,True,True,False,Senior (Deceased),Luke Miller,Luke Miller,Mr.,M,Female,26.5,174 lbs,"5' 8""",2038 - 2100,O-
P788d,Female,Denise,,Calhoun,,427-76-1845,Heterosexual,66,3,2033-05-30,06:51 PM,2099-08-19,Brown,Flowing,Hazel,64.3,148.0,BODD,Puts fingers to forehead while shaking head,"Calm, Loyal, Maticulous",Reserved,"Aloof, Grand, Fraudulent",(144) 664-4936,Personal: denisefernandez530@yakoo.com,Passport: O67214425 - Exp: Apr 2106,Driver's License: C99MMNJ1 - Exp: Mar 2098,"Residence (val:3/size:2): 3A East Larch Street - Apartment D11, Baxter Center, Dumphrey - 00000",,"Bank Account (329118275): $19,542.12",,Married,Frank Derrick Calhoun (2020 - 2100),Fernandez,"[Pe1ec, P9ed1, P5e79, Pf194, Pb290]",[],,,,Unemployed,0,[],[],[],"[P5057, Pe1ec, P9ed1, P5e79, Pf194, Pb290]",False,,True,True,False,Senior (Deceased),Denise Calhoun,Denise Calhoun,Mrs.,F,Male,25.2,148 lbs,"5' 4""",2033 - 2099,B+
P8c8f,Male,Mark,Jorge,Lewis,,127-42-7457,Heterosexual,75,3,2024-07-10,08:45 PM,,Brown,Wavy,Hazel,65.7,210.5,OODd,Looks at watch often,"Rustic, Self-defacing, Urbane",Crebral,"Unimaginative, Enervated, Fanatical",(996) 685-3251,Personal: mlewis710@kmail.com,Passport: B70463486 - Exp: Apr 2109,Driver's License: J44VOWN2 - Exp: Dec 2100,"Residence (val:3/size:19): 15 East Maple Street - Apartment 303, Baxter Center, Dumphrey - 00000","Black 1998 Honda Civic - Coupe, Hatchback, Sedan - 7N NM691","Bank Account (456066197): $6,178.64","Animal(name='Misty', animal_type='Cat', breed='Peterbald', age=15, gender='Male')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],True,,True,True,False,Senior,Mark Jorge Lewis,Mark Lewis,Mr.,M,Female,34.3,210 lbs,"5' 6""",2024 -  ,O+
P5a5a,Female,Donna,Stephanie,Daniel,Stephani,006-22-9755,Heterosexual,73,3,2026-11-25,11:19 AM,2100-01-01,Black,Unkempt,Brown,59.6,144.6,ABDD,Has oddball sayings,"Forgiving, Well-rounded, Gallant",Impersonal,"One-dimensional, Vague, Superficial",(584) 204-2569,Personal: dsanchez26@kol.com,Passport: F19146287 - Exp: Jul 2106,Driver's License: R18QAMT8 - Exp: Jun 2104,"Residence (val:6/size:13): 370 North Route 66 - Apartment 306, Baxter Center, Dumphrey - 00000",Black 2017 GMC Sierra 2500 HD Double Cab - Pickup - MAT 968,"Bank Account (069915357): $11,712.93","Animal(name='Scout', animal_type='Dog', breed='Seppala Siberian Sleddog', age=12, gender='Male')",Married,Timothy Brian Daniel (2035 - 2100),Sanchez,"[P231c, Pa13f, P6139]",[],,,,Unemployed,0,[],[],[],"[P9413, P231c, Pa13f, P6139]",False,,True,True,False,Senior (Deceased),Donna Stephanie Daniel,Stephani Daniel,Mrs.,F,Male,28.6,145 lbs,"5' 0""",2026 - 2100,AB+
P1d74,Male,Scott,John,Serrano,,404-11-3893,Homosexual,59,3,2040-01-13,08:41 AM,2100-01-01,Black,Flowing,Hazel,74.0,158.8,OODd,Pinches lips together tightly,"Calm, Pruposeful, Conscientious",Aggressive,"Meddlesome, Extreme, Disruptive",(298) 842-6548,Personal: sserrano113@kmail.com,Passport: E95260838 - Exp: Jun 2107,Driver's License: U94MAHR9 - Exp: May 2098,"Residence (val:6/size:7): 200 North Route 66 - Unit 102, Baxter Center, Dumphrey - 00000",Black 2006 Ford Ranger Super Cab - Pickup - HQA 830,"Bank Account (839063142): $13,380.61","Animal(name='Bluebell', animal_type='Bird', breed='Society Finch', age=5, gender='Female')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Middle Age (Deceased),Scott John Serrano,Scott Serrano,Mr.,M,Male,20.4,159 lbs,"6' 2""",2040 - 2100,O+
Pc2d0,Male,Justin,Barry,Crane,,313-99-4009,Heterosexual,68,3,2030-10-08,06:53 PM,2099-08-12,Brown,Unkempt,Brown,67.8,178.3,ABDD,Has oddball sayings,"Constant, Scholarly, Patriotic",Determined,"Greedy, Repressed, Obvious",(624) 224-6334,Personal: jcrane@yakoo.com,Passport: O68723997 - Exp: Nov 2102,Driver's License: K67GSFP9 - Exp: Oct 2104,"Residence (val:1/size:4): 46 Cantor Street - Apartment 304, Baxter Center, Dumphrey - 00000",Gray 2015 Kia Soul EV - Wagon - KGJ8538,"Bank Account (328772443): $33,931.91",,Married,Ann Dawn Bryant (2033 -  ),,"[Pa5af, P91a5]",[],,,,Unemployed,0,[],[],[],"[P8567, Pa5af, P91a5]",False,,True,True,False,Senior (Deceased),Justin Barry Crane,Justin Crane,Mr.,M,Female,27.3,178 lbs,"5' 8""",2030 - 2099,AB+
Pcc3f,Female,Lisa,Terri,Lambert,Liz,509-55-6619,Heterosexual,59,3,2039-12-01,10:46 AM,2099-09-11,Brown,Straight,Amber,67.6,134.5,BBDD,Holds eye contact when interacting,"Adventurous, Patriotic, Original",Unpredicatable,"Procrastinating, Compulsive, Sly",(811) 346-9253,Personal: lprince121@kol.com,Passport: S77786941 - Exp: Sep 2106,Driver's License: Q53PQFQ1 - Exp: Mar 2099,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 802, Baxter Center, Dumphrey - 00000",Red 1993 Chevrolet 2500 Extended Cab - Pickup - 29Q 680,"Bank Account (702459754): $33,498.88",,Married,Mark John Lambert (2032 - 2100),Prince,"[Pea12, P1be7]",[],,,,Unemployed,0,[],[],[],"[Pec65, Pea12, P1be7]",False,,True,True,False,Middle Age (Deceased),Lisa Terri Lambert,Liz Lambert,Mrs.,F,Male,20.7,134 lbs,"5' 8""",2039 - 2099,B+
P4f63,Female,Amy,Kristin,Lee,Chris,576-25-5696,Homosexual,66,3,2033-07-22,12:57 PM,2100-01-01,Blonde,Flowing,Brown,66.5,103.6,BODd,Chews on fingernails,"Sweet, Contemplative, Adaptable",Strict,"Inert, Crazy, Barbaric",(123) 137-6330,Personal: alee131@kmail.com,Passport: N25741013 - Exp: Nov 2100,Driver's License: H17KRKK7 - Exp: Jul 2106,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 206, Baxter Center, Dumphrey - 00000",,"Bank Account (641282150): $24,358.53","Animal(name='Reese', animal_type='Dog', breed='Pyrenean Mastiff', age=15, gender='Female')",Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),Amy Kristin Lee,Chris Lee,Ms.,F,Female,16.5,104 lbs,"5' 6""",2033 - 2100,B+
Pcbe0,Female,Katherine,Cathy,Garcia,Cassie,101-61-2430,Heterosexual,77,3,2022-01-03,12:45 PM,,Brown,Flowing,Brown,66.9,141.5,BODD,Constantly checks phone,"Extraordinary, Stoic, Persuasive",Determined,"Unreflective, Procrastinating, Critical",(704) 230-0428,Personal: katherinewhite22@kmail.com,Passport: X53345905 - Exp: May 2103,Driver's License: N71FZRO5 - Exp: Aug 2104,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment B3, Baxter Center, Dumphrey - 00000",Blue 2019 Dodge Challenger - Coupe - 7VF8870,Bank Account (920833150): $2.41,,Married,Paul Aaron Garcia (2028 - 2100),White,"[Peb2d, P007c, Pf20b]",[],,,,Unemployed,0,[],[],[],"[P808c, Peb2d, P007c, Pf20b]",True,,True,True,False,Senior,Katherine Cathy Garcia,Cassie Garcia,Mrs.,F,Male,22.2,142 lbs,"5' 7""",2022 -  ,B+
Pc940,Male,Steven,Michael,Gonzales,,799-45-7900,Heterosexual,64,3,2034-10-30,06:50 AM,2099-05-19,Brown,Touseled,Hazel,69.8,182.0,BBdd,Keeps shoulders back and down,"Knowledge, Forecful, Responsible",Artful,"Narrow, Softheaded, Phlegmatic",(109) 631-5749,Personal: stevengonzales34@kmail.com,Passport: G46249316 - Exp: Aug 2103,Driver's License: V80HVHZ1 - Exp: Mar 2100,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment A3, Baxter Center, Dumphrey - 00000",Red 2002 MAZDA Protege - Sedan - 085629,"Bank Account (202434290): $42,602.22",,Single,,,[],[],,,,Unemployed,0,[],[],[],[],False,,True,True,False,Senior (Deceased),Steven Michael Gonzales,Steven Gonzales,Mr.,M,Female,26.3,182 lbs,"5' 10""",2034 - 2099,B-
